Total Size,u-ch427-n216-start-paper-x0-09,0,0
Total Size,u-ch427-n216-start-paper-x0-09,1,0
Total Size,u-ch427-n216-start-paper-x0-09,2,0
Total Size,u-ch427-n216-start-paper-x0-09,3,0
Total Size,u-ch427-n216-start-paper-x0-09,4,0
Total Size,u-ch427-n216-start-paper-x0-09,0,0
Total Size,u-ch427-n216-start-paper-x0-09,1,0
Total Size,u-ch427-n216-start-paper-x0-09,2,0
Total Size,u-ch427-n216-start-paper-x0-09,3,0
Total Size,u-ch427-n216-start-paper-x0-09,4,0
Total Size,u-ch427-n216-start-paper-x0-09,0,0
Total Size,u-ch427-n216-start-paper-x0-09,1,0
Total Size,u-ch427-n216-start-paper-x0-09,2,0
Total Size,u-ch427-n216-start-paper-x0-09,3,0
Total Size,u-ch427-n216-start-paper-x0-09,4,0
Total Size,u-ch427-n216-start-paper-x0-09,0,0
Total Size,u-ch427-n216-start-paper-x0-09,1,0
Total Size,u-ch427-n216-start-paper-x0-09,2,0
Total Size,u-ch427-n216-start-paper-x0-09,3,0
Total Size,u-ch427-n216-start-paper-x0-09,4,0
