Total Size,u-ch427-n96-start-paper-97,0,0
Total Size,u-ch427-n96-start-paper-97,1,0
Total Size,u-ch427-n96-start-paper-97,2,0
Total Size,u-ch427-n96-start-paper-97,3,0
Total Size,u-ch427-n96-start-paper-97,4,0
Total Size,u-ch427-n96-start-paper-97,0,0
Total Size,u-ch427-n96-start-paper-97,1,0
Total Size,u-ch427-n96-start-paper-97,2,0
Total Size,u-ch427-n96-start-paper-97,3,0
Total Size,u-ch427-n96-start-paper-97,4,0
Total Size,u-ch427-n96-start-paper-97,0,0
Total Size,u-ch427-n96-start-paper-97,1,0
Total Size,u-ch427-n96-start-paper-97,2,0
Total Size,u-ch427-n96-start-paper-97,3,0
Total Size,u-ch427-n96-start-paper-97,4,0
Total Size,u-ch427-n96-start-paper-97,0,0
Total Size,u-ch427-n96-start-paper-97,1,0
Total Size,u-ch427-n96-start-paper-97,2,0
Total Size,u-ch427-n96-start-paper-97,3,0
Total Size,u-ch427-n96-start-paper-97,4,0
