Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n96-start-paper-100,,,
u-ch427-n96-start-paper-100,,Total Size,0

