Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

Suite, Netcdf File, Size, Size (bytes)
u-ch427-n512-start-paper-12,,,
u-ch427-n512-start-paper-12,,Total Size,0

